CHROMOSOME,STRAND,LOCUS_ID,TSS
Chr9,-,LOC_Os09g26440.1,15981139
Chr9,-,LOC_Os09g26460.1,15991063
Chr9,-,LOC_Os09g23070.1,13629839
Chr9,-,LOC_Os09g24250.1,14399474
Chr9,-,LOC_Os09g25380.1,15215467
Chr9,-,LOC_Os09g25390.1,15226444
Chr9,+,LOC_Os09g25410.1,15233373
Chr9,-,LOC_Os09g26530.1,16035355
Chr9,-,LOC_Os09g26540.1,16045467
Chr9,-,LOC_Os09g23084.1,13640847
Chr9,-,LOC_Os09g24320.1,14457455
Chr9,+,LOC_Os09g24330.1,14463267
Chr9,-,LOC_Os09g25440.1,15247480
Chr9,+,LOC_Os09g26554.2,16074907
Chr9,-,LOC_Os09g24350.1,14474028
Chr9,-,LOC_Os09g24370.1,14479844
Chr9,-,LOC_Os09g25500.1,15292580
Chr9,-,LOC_Os09g35990.1,20741622
Chr9,+,LOC_Os09g36030.1,20750115
Chr9,+,LOC_Os09g36040.1,20751729
Chr9,-,LOC_Os09g38520.1,22163804
Chr9,+,LOC_Os09g38530.1,22168446
Chr9,-,LOC_Os09g38550.1,22178361
Chr9,-,LOC_Os09g36735.1,21197328
Chr9,+,LOC_Os09g36740.1,21197503
Chr9,-,LOC_Os09g36750.1,21202763
Chr9,-,LOC_Os09g37650.2,21701557
Chr9,+,LOC_Os09g36080.1,20774283
Chr9,+,LOC_Os09g36100.2,20787525
Chr9,+,LOC_Os09g38560.1,22181587
Chr9,+,LOC_Os09g38570.1,22188092
Chr9,+,LOC_Os09g36790.1,21224394
Chr9,-,LOC_Os09g36800.1,21229391
Chr9,+,LOC_Os09g34250.1,20222174
Chr9,+,LOC_Os09g34280.4,20236457
Chr9,+,LOC_Os09g37710.2,21735485
Chr9,-,LOC_Os09g37760.1,21757531
Chr9,-,LOC_Os09g36140.1,20813170
Chr9,-,LOC_Os09g36160.1,20840292
Chr9,-,LOC_Os09g36830.1,21245828
Chr9,-,LOC_Os09g36850.1,21252866
Chr9,-,LOC_Os09g34340.1,20274461
Chr9,+,LOC_Os09g34847.1,20305822
Chr9,-,LOC_Os09g37790.1,21778325
Chr9,-,LOC_Os09g36190.1,20866761
Chr9,-,LOC_Os09g36220.1,20889843
Chr9,-,LOC_Os09g36860.1,21256901
Chr9,-,LOC_Os09g36880.1,21272567
Chr9,-,LOC_Os09g36890.1,21276307
Chr9,+,LOC_Os09g36910.1,21291988
Chr9,-,LOC_Os09g34850.3,20314703
Chr9,+,LOC_Os09g34880.1,20326567
Chr9,+,LOC_Os09g37860.1,21828178
Chr9,+,LOC_Os09g36930.1,21310129
Chr9,-,LOC_Os09g36940.1,21313913
Chr9,-,LOC_Os09g36976.1,21332728
Chr9,-,LOC_Os09g36982.1,21335104
Chr9,+,LOC_Os09g36990.1,21336558
Chr9,-,LOC_Os09g37000.1,21342208
Chr9,-,LOC_Os09g34900.1,20340505
Chr9,+,LOC_Os09g34960.1,20367318
Chr9,+,LOC_Os09g37910.1,21856872
Chr9,+,LOC_Os09g36244.1,20906765
Chr9,-,LOC_Os09g36250.1,20919808
Chr9,-,LOC_Os09g37006.1,21346652
Chr9,-,LOC_Os09g37012.1,21350906
Chr9,+,LOC_Os09g34980.1,20377622
Chr9,+,LOC_Os09g34985.1,20379287
Chr9,+,LOC_Os09g35000.1,20389919
Chr9,-,LOC_Os09g37020.1,21357854
Chr9,+,LOC_Os09g37080.1,21385905
Chr9,-,LOC_Os09g35010.1,20396205
Chr9,-,LOC_Os09g35020.1,20400263
Chr9,-,LOC_Os09g35560.1,20435065
Chr9,-,LOC_Os09g35630.1,20496911
Chr9,-,LOC_Os09g37949.1,21884622
Chr9,-,LOC_Os09g37967.1,21893285
Chr9,-,LOC_Os09g37976.1,21896982
Chr9,-,LOC_Os09g38020.1,21912683
Chr9,-,LOC_Os09g36280.1,20939730
Chr9,+,LOC_Os09g36290.1,20942490
Chr9,-,LOC_Os09g36300.1,20952936
Chr9,+,LOC_Os09g37100.1,21391774
Chr9,+,LOC_Os09g37180.1,21450580
Chr9,-,LOC_Os09g35680.1,20525471
Chr9,-,LOC_Os09g35690.1,20532250
Chr9,-,LOC_Os09g38040.1,21926057
Chr9,+,LOC_Os09g37230.1,21488133
Chr9,+,LOC_Os09g35700.1,20534165
Chr9,-,LOC_Os09g35710.1,20540257
Chr9,+,LOC_Os09g38060.2,21930991
Chr9,-,LOC_Os09g36320.1,20967594
Chr9,-,LOC_Os09g36360.1,20986379
Chr9,-,LOC_Os09g37270.1,21529866
Chr9,-,LOC_Os09g37280.1,21542949
Chr9,-,LOC_Os09g35720.1,20548192
Chr9,+,LOC_Os09g38090.1,21945942
Chr9,-,LOC_Os09g38110.1,21957337
Chr9,+,LOC_Os09g38130.1,21963498
Chr9,+,LOC_Os09g36440.1,21028966
Chr9,-,LOC_Os09g35780.1,20588660
Chr9,-,LOC_Os09g35790.1,20595143
Chr9,-,LOC_Os09g35800.1,20603003
Chr9,+,LOC_Os09g38239.1,22013749
Chr9,+,LOC_Os09g38268.1,22029199
Chr9,-,LOC_Os09g36450.1,21036507
Chr9,+,LOC_Os09g36480.1,21050634
Chr9,+,LOC_Os09g37344.1,21568288
Chr9,+,LOC_Os09g37369.1,21577454
Chr9,+,LOC_Os09g37394.1,21584028
Chr9,+,LOC_Os09g37400.1,21586113
Chr9,-,LOC_Os09g35810.1,20609370
Chr9,-,LOC_Os09g38320.1,22045393
Chr9,-,LOC_Os09g38330.1,22057029
Chr9,-,LOC_Os09g36520.1,21062797
Chr9,-,LOC_Os09g36530.1,21068735
Chr9,+,LOC_Os09g37460.1,21599723
Chr9,-,LOC_Os09g37480.1,21603542
Chr9,-,LOC_Os09g37490.1,21605172
Chr9,+,LOC_Os09g37500.1,21609269
Chr9,-,LOC_Os09g37510.1,21613089
Chr9,+,LOC_Os09g35830.4,20613388
Chr9,+,LOC_Os09g35850.1,20629717
Chr9,-,LOC_Os09g35880.1,20649993
Chr9,-,LOC_Os09g38370.1,22095301
Chr9,+,LOC_Os09g38390.1,22098463
Chr9,-,LOC_Os09g38410.1,22111699
Chr9,+,LOC_Os09g36580.1,21098267
Chr9,+,LOC_Os09g37570.1,21653048
Chr9,+,LOC_Os09g35890.1,20654707
Chr9,+,LOC_Os09g35900.1,20659712
Chr9,+,LOC_Os09g35910.1,20671754
Chr9,-,LOC_Os09g35920.1,20678640
Chr9,-,LOC_Os09g38420.1,22119990
Chr9,+,LOC_Os09g38440.1,22130437
Chr9,-,LOC_Os09g36600.1,21114651
Chr9,-,LOC_Os09g36619.3,21134241
Chr9,+,LOC_Os09g36630.1,21134490
Chr9,+,LOC_Os09g36650.1,21146017
Chr9,+,LOC_Os09g37600.1,21677478
Chr9,+,LOC_Os09g37610.1,21681127
Chr9,-,LOC_Os09g37620.1,21688767
Chr9,-,LOC_Os09g35960.1,20721136
Chr9,-,LOC_Os09g35970.1,20727999
Chr9,-,LOC_Os09g35980.1,20734724
Chr9,-,LOC_Os09g38450.1,22137041
Chr9,-,LOC_Os09g38500.1,22155609
Chr9,-,LOC_Os09g36680.1,21157945
Chr9,-,LOC_Os09g36700.1,21167650
Chr9,+,LOC_Os09g36710.1,21171653
Chr9,+,LOC_Os09g33630.2,19863184
Chr9,+,LOC_Os09g33670.1,19878388
Chr9,+,LOC_Os09g34180.1,20179714
Chr9,+,LOC_Os09g34214.1,20196708
Chr9,-,LOC_Os09g31454.1,18956664
Chr9,-,LOC_Os09g31458.1,18959390
Chr9,-,LOC_Os09g31466.1,18963967
Chr9,-,LOC_Os09g31470.1,18968444
Chr9,+,LOC_Os09g32570.1,19443222
Chr9,-,LOC_Os09g32580.1,19448189
Chr9,-,LOC_Os09g32600.1,19457637
Chr9,-,LOC_Os09g32610.1,19462724
Chr9,-,LOC_Os09g33690.1,19904552
Chr9,+,LOC_Os09g30210.1,18387472
Chr9,-,LOC_Os09g30220.1,18397839
Chr9,+,LOC_Os09g30240.1,18411578
Chr9,+,LOC_Os09g30250.1,18414043
Chr9,+,LOC_Os09g31482.1,18985507
Chr9,-,LOC_Os09g31486.1,18991156
Chr9,-,LOC_Os09g31490.1,18998420
Chr9,+,LOC_Os09g32640.1,19468798
Chr9,+,LOC_Os09g32650.1,19472457
Chr9,-,LOC_Os09g32660.1,19482093
Chr9,-,LOC_Os09g32670.1,19488097
Chr9,+,LOC_Os09g32680.1,19498959
Chr9,+,LOC_Os09g30280.1,18441076
Chr9,+,LOC_Os09g30330.1,18464949
Chr9,-,LOC_Os09g31506.1,19018754
Chr9,-,LOC_Os09g32690.2,19506985
Chr9,-,LOC_Os09g33730.1,19921510
Chr9,-,LOC_Os09g30350.1,18474199
Chr9,-,LOC_Os09g30360.1,18476381
Chr9,-,LOC_Os09g32710.1,19512674
Chr9,-,LOC_Os09g32740.1,19527787
Chr9,+,LOC_Os09g32750.1,19533020
Chr9,+,LOC_Os09g33780.1,19943524
Chr9,+,LOC_Os09g33790.1,19950704
Chr9,+,LOC_Os09g33810.1,19961104
Chr9,-,LOC_Os09g30400.3,18500579
Chr9,-,LOC_Os09g30410.2,18510789
Chr9,-,LOC_Os09g30411.1,18514353
Chr9,-,LOC_Os09g30412.1,18518316
Chr9,-,LOC_Os09g30438.1,18536194
Chr9,+,LOC_Os09g32010.1,19103942
Chr9,-,LOC_Os09g32030.1,19121242
Chr9,+,LOC_Os09g32800.1,19562275
Chr9,+,LOC_Os09g32810.2,19566172
Chr9,+,LOC_Os09g33820.2,19965202
Chr9,-,LOC_Os09g30446.1,18549134
Chr9,+,LOC_Os09g30462.1,18564834
Chr9,-,LOC_Os09g32040.1,19125032
Chr9,-,LOC_Os09g32050.1,19129934
Chr9,-,LOC_Os09g32840.1,19586210
Chr9,+,LOC_Os09g32860.1,19589542
Chr9,+,LOC_Os09g33860.1,19991623
Chr9,-,LOC_Os09g30474.1,18574041
Chr9,+,LOC_Os09g30478.1,18576959
Chr9,-,LOC_Os09g30486.1,18613150
Chr9,-,LOC_Os09g32090.1,19155796
Chr9,+,LOC_Os09g32130.1,19180036
Chr9,+,LOC_Os09g32910.1,19613306
Chr9,+,LOC_Os09g33870.1,19997000
Chr9,+,LOC_Os09g33876.1,20001090
Chr9,+,LOC_Os09g33882.1,20006924
Chr9,+,LOC_Os09g33900.1,20011528
Chr9,+,LOC_Os09g30506.1,18641600
Chr9,-,LOC_Os09g30510.1,18643998
Chr9,+,LOC_Os09g31000.1,18662882
Chr9,+,LOC_Os09g31019.1,18664104
Chr9,+,LOC_Os09g31025.1,18667420
Chr9,+,LOC_Os09g31031.1,18669317
Chr9,-,LOC_Os09g32150.1,19187966
Chr9,-,LOC_Os09g32169.1,19196161
Chr9,+,LOC_Os09g32200.1,19215876
Chr9,-,LOC_Os09g32210.1,19227564
Chr9,-,LOC_Os09g33910.1,20019391
Chr9,+,LOC_Os09g33920.1,20019441
Chr9,-,LOC_Os09g31050.1,18674857
Chr9,-,LOC_Os09g31090.2,18694228
Chr9,+,LOC_Os09g31120.1,18707883
Chr9,+,LOC_Os09g32220.1,19235193
Chr9,-,LOC_Os09g32230.1,19240737
Chr9,-,LOC_Os09g32240.1,19244486
Chr9,+,LOC_Os09g32948.1,19653389
Chr9,+,LOC_Os09g31130.1,18715286
Chr9,+,LOC_Os09g31140.1,18735015
Chr9,-,LOC_Os09g31180.1,18754232
Chr9,+,LOC_Os09g31200.1,18760704
Chr9,+,LOC_Os09g31210.1,18769773
Chr9,+,LOC_Os09g32250.2,19244915
Chr9,+,LOC_Os09g32274.1,19265965
Chr9,+,LOC_Os09g32960.1,19671224
Chr9,-,LOC_Os09g32964.1,19677041
Chr9,-,LOC_Os09g32968.2,19681379
Chr9,-,LOC_Os09g32976.1,19685873
Chr9,+,LOC_Os09g33940.1,20031941
Chr9,-,LOC_Os09g33950.1,20040401
Chr9,+,LOC_Os09g33980.1,20059588
Chr9,-,LOC_Os09g31220.1,18782063
Chr9,-,LOC_Os09g32290.2,19275775
Chr9,+,LOC_Os09g32300.1,19279855
Chr9,-,LOC_Os09g32988.1,19696029
Chr9,-,LOC_Os09g32992.1,19698762
Chr9,-,LOC_Os09g33450.1,19706618
Chr9,-,LOC_Os09g33986.1,20069513
Chr9,-,LOC_Os09g33992.2,20073652
Chr9,-,LOC_Os09g31230.1,18788014
Chr9,-,LOC_Os09g31260.1,18800124
Chr9,+,LOC_Os09g32310.1,19286853
Chr9,-,LOC_Os09g32320.1,19296109
Chr9,-,LOC_Os09g32330.1,19305020
Chr9,-,LOC_Os09g32360.1,19331922
Chr9,-,LOC_Os09g33470.1,19735541
Chr9,-,LOC_Os09g33480.1,19740265
Chr9,+,LOC_Os09g33490.1,19749085
Chr9,+,LOC_Os09g33500.1,19752711
Chr9,+,LOC_Os09g34010.1,20078174
Chr9,+,LOC_Os09g31280.1,18805788
Chr9,+,LOC_Os09g31300.1,18814008
Chr9,+,LOC_Os09g32440.1,19363907
Chr9,+,LOC_Os09g32450.1,19369184
Chr9,-,LOC_Os09g34060.1,20098653
Chr9,-,LOC_Os09g31390.1,18877573
Chr9,+,LOC_Os09g32500.1,19398908
Chr9,-,LOC_Os09g32510.1,19408388
Chr9,+,LOC_Os09g33520.1,19769695
Chr9,-,LOC_Os09g33530.1,19780676
Chr9,-,LOC_Os09g34090.1,20121733
Chr9,-,LOC_Os09g34100.1,20127417
Chr9,-,LOC_Os09g31400.1,18886387
Chr9,-,LOC_Os09g32520.1,19414803
Chr9,-,LOC_Os09g33550.1,19786777
Chr9,+,LOC_Os09g33555.1,19788719
Chr9,-,LOC_Os09g33580.2,19815196
Chr9,-,LOC_Os09g33600.1,19831332
Chr9,-,LOC_Os09g34130.1,20154260
Chr9,+,LOC_Os09g34140.2,20156393
Chr9,-,LOC_Os09g34150.1,20162008
Chr9,-,LOC_Os09g31446.1,18946190
Chr9,-,LOC_Os09g32526.1,19418029
Chr9,-,LOC_Os09g32550.1,19437709
Chr10,+,LOC_Os10g08930.1,4832054
Chr10,+,LOC_Os10g08940.1,4835885
Chr10,+,LOC_Os10g05088.1,2492588
Chr10,-,LOC_Os10g03850.1,1746986
Chr10,+,LOC_Os10g05130.1,2507001
Chr10,+,LOC_Os10g05200.1,2549382
Chr10,+,LOC_Os10g06510.1,3341675
Chr10,+,LOC_Os10g03855.1,1752360
Chr10,+,LOC_Os10g07978.2,4262515
Chr10,-,LOC_Os10g07998.1,4294905
Chr10,+,LOC_Os10g05210.1,2553979
Chr10,+,LOC_Os10g05220.2,2558842
Chr10,-,LOC_Os10g06540.1,3360554
Chr10,-,LOC_Os10g06580.1,3395014
Chr10,+,LOC_Os10g06610.1,3424100
Chr10,-,LOC_Os10g03930.1,1788079
Chr10,+,LOC_Os10g08010.1,4317272
Chr10,-,LOC_Os10g08011.1,4323972
Chr10,-,LOC_Os10g08018.1,4340390
Chr10,+,LOC_Os10g05230.2,2567439
Chr10,+,LOC_Os10g05240.1,2587274
Chr10,+,LOC_Os10g05250.1,2591413
Chr10,+,LOC_Os10g06680.1,3462828
Chr10,+,LOC_Os10g06700.1,3468006
Chr10,-,LOC_Os10g04090.1,1894005
Chr10,-,LOC_Os10g08026.1,4348367
Chr10,+,LOC_Os10g05290.2,2614780
Chr10,-,LOC_Os10g04180.1,1956934
Chr10,-,LOC_Os10g06950.1,3621603
Chr10,+,LOC_Os10g08280.1,4478087
Chr10,-,LOC_Os10g05520.1,2734309
Chr10,-,LOC_Os10g05540.1,2748402
Chr10,-,LOC_Os10g07010.1,3661569
Chr10,+,LOC_Os10g07080.1,3727965
Chr10,+,LOC_Os10g04342.1,2044042
Chr10,-,LOC_Os10g04370.1,2060817
Chr10,+,LOC_Os10g04429.1,2087424
Chr10,-,LOC_Os10g04450.1,2099823
Chr10,+,LOC_Os10g05660.1,2829151
Chr10,-,LOC_Os10g05690.1,2855809
Chr10,-,LOC_Os10g07114.1,3743910
Chr10,+,LOC_Os10g04510.1,2143364
Chr10,-,LOC_Os10g04580.1,2183211
Chr10,+,LOC_Os10g08474.1,4599938
Chr10,-,LOC_Os10g05730.2,2889781
Chr10,+,LOC_Os10g05720.1,2885293
Chr10,-,LOC_Os10g05750.1,2899194
Chr10,-,LOC_Os10g07200.1,3781621
Chr10,-,LOC_Os10g07210.1,3787398
Chr10,-,LOC_Os10g07229.1,3804018
Chr10,+,LOC_Os10g04600.2,2191954
Chr10,+,LOC_Os10g04610.1,2196559
Chr10,+,LOC_Os10g04620.1,2201493
Chr10,+,LOC_Os10g08540.1,4629293
Chr10,-,LOC_Os10g05790.1,2923678
Chr10,-,LOC_Os10g05800.2,2934197
Chr10,-,LOC_Os10g05820.1,2942965
Chr10,-,LOC_Os10g07290.1,3851735
Chr10,-,LOC_Os10g04625.1,2209029
Chr10,-,LOC_Os10g04674.2,2237611
Chr10,-,LOC_Os10g05860.1,2960029
Chr10,-,LOC_Os10g05910.1,2982628
Chr10,+,LOC_Os10g05930.1,2990897
Chr10,+,LOC_Os10g07340.1,3868240
Chr10,-,LOC_Os10g07400.2,3912672
Chr10,+,LOC_Os10g07430.1,3932962
Chr10,-,LOC_Os10g08590.1,4669717
Chr10,+,LOC_Os10g05940.1,2995396
Chr10,-,LOC_Os10g05950.1,3001254
Chr10,-,LOC_Os10g05970.1,3013952
Chr10,+,LOC_Os10g05980.1,3016886
Chr10,+,LOC_Os10g05990.1,3020701
Chr10,+,LOC_Os10g06000.1,3031617
Chr10,-,LOC_Os10g07440.1,3942041
Chr10,+,LOC_Os10g04860.1,2358790
Chr10,+,LOC_Os10g04890.1,2374615
Chr10,-,LOC_Os10g06130.1,3118874
Chr10,+,LOC_Os10g04900.1,2386145
Chr10,-,LOC_Os10g04980.1,2426567
Chr10,+,LOC_Os10g08754.1,4744350
Chr10,+,LOC_Os10g08780.1,4757513
Chr10,+,LOC_Os10g08840.1,4783243
Chr10,+,LOC_Os10g05010.1,2445657
Chr10,-,LOC_Os10g05020.1,2455724
Chr10,+,LOC_Os10g05069.1,2477206
Chr10,-,LOC_Os10g06140.1,3127272
Chr10,-,LOC_Os10g02350.1,843859
Chr10,-,LOC_Os10g02360.1,850432
Chr10,+,LOC_Os10g02380.1,866389
Chr10,-,LOC_Os10g03730.1,1684278
Chr10,-,LOC_Os10g03750.1,1697854
Chr10,-,LOC_Os10g03760.1,1702957
Chr10,-,LOC_Os10g03780.1,1715027
Chr9,+,LOC_Os09g39390.1,22649087
Chr9,+,LOC_Os09g39400.1,22653849
Chr9,+,LOC_Os09g39410.1,22660725
Chr10,-,LOC_Os10g01080.1,82250
Chr10,+,LOC_Os10g01100.1,94798
Chr10,-,LOC_Os10g01110.1,103441
Chr10,+,LOC_Os10g02480.1,911552
Chr10,+,LOC_Os10g02490.2,923710
Chr10,-,LOC_Os10g02500.1,930299
Chr9,+,LOC_Os09g39420.1,22666306
Chr9,-,LOC_Os09g39440.1,22680376
Chr10,+,LOC_Os10g01240.1,159717
Chr10,-,LOC_Os10g01290.1,188513
Chr10,-,LOC_Os10g02584.3,978056
Chr9,+,LOC_Os09g38670.1,22233617
Chr9,+,LOC_Os09g38690.1,22239440
Chr9,+,LOC_Os09g39462.2,22682528
Chr9,-,LOC_Os09g39490.1,22691975
Chr9,-,LOC_Os09g39510.1,22696145
Chr10,-,LOC_Os10g01340.1,209564
Chr10,-,LOC_Os10g02620.1,1002907
Chr9,+,LOC_Os09g39550.1,22703362
Chr9,+,LOC_Os09g39560.1,22707623
Chr9,-,LOC_Os09g39580.1,22719930
Chr9,-,LOC_Os09g39590.1,22727500
Chr10,-,LOC_Os10g01480.1,308113
Chr10,+,LOC_Os10g02750.1,1082910
Chr9,+,LOC_Os09g38720.1,22255999
Chr9,-,LOC_Os09g38750.1,22268858
Chr9,+,LOC_Os09g38755.1,22269102
Chr9,+,LOC_Os09g39594.1,22727637
Chr10,-,LOC_Os10g01540.1,357989
Chr10,-,LOC_Os10g02760.1,1089548
Chr9,+,LOC_Os09g38759.1,22272946
Chr9,+,LOC_Os09g38772.1,22278292
Chr9,+,LOC_Os09g39650.2,22753347
Chr10,+,LOC_Os10g02814.1,1126728
Chr10,-,LOC_Os10g02840.1,1141433
Chr10,-,LOC_Os10g02880.1,1164485
Chr9,+,LOC_Os09g38777.1,22281489
Chr9,-,LOC_Os09g38790.1,22291746
Chr9,+,LOC_Os09g39660.2,22758931
Chr9,+,LOC_Os09g39670.1,22762865
Chr9,+,LOC_Os09g39680.1,22767322
Chr10,-,LOC_Os10g01570.1,382430
Chr10,-,LOC_Os10g02970.1,1227061
Chr10,+,LOC_Os10g02980.1,1234067
Chr9,+,LOC_Os09g38840.1,22311597
Chr9,+,LOC_Os09g38850.1,22315726
Chr9,+,LOC_Os09g38910.1,22348739
Chr9,+,LOC_Os09g39700.1,22778758
Chr9,+,LOC_Os09g39720.1,22790611
Chr9,-,LOC_Os09g39730.1,22792870
Chr9,-,LOC_Os09g39740.1,22797928
Chr9,-,LOC_Os09g38920.1,22353654
Chr9,-,LOC_Os09g38960.2,22373620
Chr9,-,LOC_Os09g39754.1,22803553
Chr9,-,LOC_Os09g39770.1,22807049
Chr9,+,LOC_Os09g39780.2,22809904
Chr10,+,LOC_Os10g01820.1,529428
Chr9,+,LOC_Os09g38970.1,22376888
Chr9,+,LOC_Os09g38980.1,22382924
Chr9,+,LOC_Os09g39870.1,22855317
Chr10,-,LOC_Os10g01844.1,548793
Chr9,+,LOC_Os09g39020.1,22400069
Chr9,-,LOC_Os09g39034.1,22414370
Chr9,-,LOC_Os09g39910.1,22887592
Chr10,+,LOC_Os10g01930.1,591184
Chr10,+,LOC_Os10g03320.1,1405706
Chr9,-,LOC_Os09g39110.1,22453266
Chr9,+,LOC_Os09g39930.1,22902939
Chr9,+,LOC_Os09g39940.1,22907852
Chr9,+,LOC_Os09g39950.1,22908996
Chr9,-,LOC_Os09g39960.1,22916787
Chr10,-,LOC_Os10g02070.1,678882
Chr9,-,LOC_Os09g39180.1,22507555
Chr9,+,LOC_Os09g40000.1,22933981
Chr10,-,LOC_Os10g02100.1,695799
Chr10,+,LOC_Os10g03550.1,1532794
Chr9,+,LOC_Os09g39220.1,22536613
Chr9,+,LOC_Os09g39230.1,22542184
Chr10,-,LOC_Os10g02210.1,765312
Chr10,-,LOC_Os10g03620.1,1565335
Chr9,-,LOC_Os09g39310.1,22597481
Chr9,-,LOC_Os09g39320.1,22608382
Chr10,-,LOC_Os10g02220.4,776236
Chr10,-,LOC_Os10g02240.1,791239
Chr10,-,LOC_Os10g02260.1,809801
Chr10,-,LOC_Os10g03669.2,1644857
Chr10,-,LOC_Os10g03690.1,1659692
Chr9,-,LOC_Os09g39350.1,22633495
Chr10,-,LOC_Os10g01044.1,58337
Chr10,-,LOC_Os10g02300.3,826309
Chr10,+,LOC_Os10g20600.1,10382869
Chr10,-,LOC_Os10g20610.1,10396620
Chr10,-,LOC_Os10g20650.1,10431911
Chr10,+,LOC_Os10g17650.1,8920261
Chr10,+,LOC_Os10g21860.1,11244306
Chr10,+,LOC_Os10g21890.2,11250924
Chr10,+,LOC_Os10g19180.1,9770755
Chr10,-,LOC_Os10g19190.1,9781629
Chr10,+,LOC_Os10g19200.1,9784007
Chr10,+,LOC_Os10g17740.1,8980252
Chr10,+,LOC_Os10g17770.1,8992294
Chr10,-,LOC_Os10g20830.1,10563841
Chr10,-,LOC_Os10g20840.1,10566927
Chr10,-,LOC_Os10g17785.1,9000426
Chr10,+,LOC_Os10g17790.1,9000703
Chr10,+,LOC_Os10g19331.1,9860248
Chr10,-,LOC_Os10g19334.1,9868032
Chr10,+,LOC_Os10g19342.1,9879344
Chr10,+,LOC_Os10g15164.1,8070371
Chr10,+,LOC_Os10g16440.1,8193773
Chr10,-,LOC_Os10g20860.1,10573989
Chr10,-,LOC_Os10g20890.1,10587964
Chr10,+,LOC_Os10g17940.1,9078458
Chr10,-,LOC_Os10g19880.1,9931471
Chr10,-,LOC_Os10g21000.1,10641992
Chr10,-,LOC_Os10g21020.1,10654972
Chr10,-,LOC_Os10g17990.1,9126526
Chr10,+,LOC_Os10g19910.1,9974284
Chr10,-,LOC_Os10g16640.1,8309027
Chr10,+,LOC_Os10g21090.1,10699246
Chr10,+,LOC_Os10g18070.1,9158360
Chr10,+,LOC_Os10g18150.1,9212937
Chr10,-,LOC_Os10g21130.1,10751985
Chr10,+,LOC_Os10g18220.1,9256244
Chr10,+,LOC_Os10g19970.1,10022541
Chr10,+,LOC_Os10g21230.2,10839098
Chr10,+,LOC_Os10g18340.1,9315456
Chr10,+,LOC_Os10g18370.1,9337892
Chr10,+,LOC_Os10g20090.1,10089450
Chr10,+,LOC_Os10g21268.1,10861158
Chr10,+,LOC_Os10g21272.1,10862829
Chr10,+,LOC_Os10g21326.1,10880744
Chr10,+,LOC_Os10g18400.1,9349051
Chr10,+,LOC_Os10g20230.1,10162871
Chr10,-,LOC_Os10g20235.1,10167573
Chr10,+,LOC_Os10g16974.1,8494248
Chr10,-,LOC_Os10g21344.1,10885236
Chr10,-,LOC_Os10g21346.1,10887209
Chr10,-,LOC_Os10g21352.1,10888137
Chr10,+,LOC_Os10g21388.1,10906596
Chr10,+,LOC_Os10g20240.1,10170489
Chr10,+,LOC_Os10g21360.1,10932181
Chr10,-,LOC_Os10g20310.3,10218311
Chr10,-,LOC_Os10g20350.1,10234439
Chr10,-,LOC_Os10g20370.1,10241885
Chr10,+,LOC_Os10g17260.1,8679310
Chr10,+,LOC_Os10g17280.1,8691852
Chr10,+,LOC_Os10g21460.1,10988248
Chr10,-,LOC_Os10g21470.2,10997385
Chr10,-,LOC_Os10g21560.1,11040596
Chr10,-,LOC_Os10g18820.1,9584360
Chr10,-,LOC_Os10g20470.1,10304395
Chr10,-,LOC_Os10g17454.1,8796460
Chr10,-,LOC_Os10g21590.2,11055159
Chr10,-,LOC_Os10g21660.1,11098028
Chr10,+,LOC_Os10g18890.1,9624707
Chr10,+,LOC_Os10g20510.1,10337377
Chr10,+,LOC_Os10g20550.1,10357811
Chr10,+,LOC_Os10g17489.1,8815242
Chr10,-,LOC_Os10g17520.2,8838148
Chr10,+,LOC_Os10g21670.1,11110251
Chr10,+,LOC_Os10g21784.1,11176582
Chr10,-,LOC_Os10g15390.1,7959665
Chr10,+,LOC_Os10g10244.1,5632247
Chr10,+,LOC_Os10g11500.1,6370102
Chr10,+,LOC_Os10g11580.1,6404227
Chr10,-,LOC_Os10g11590.1,6411931
Chr10,-,LOC_Os10g13550.1,7338862
Chr10,-,LOC_Os10g09110.1,4931187
Chr10,-,LOC_Os10g10360.3,5697950
Chr10,-,LOC_Os10g09240.1,4995160
Chr10,+,LOC_Os10g10434.1,5730937
Chr10,+,LOC_Os10g11730.1,6484571
Chr10,-,LOC_Os10g13670.1,7419609
Chr10,+,LOC_Os10g10500.1,5780856
Chr10,-,LOC_Os10g11820.1,6555101
Chr10,+,LOC_Os10g11860.1,6577603
Chr10,-,LOC_Os10g13700.2,7444108
Chr10,-,LOC_Os10g10620.1,5867341
Chr10,-,LOC_Os10g11889.2,6599560
Chr10,+,LOC_Os10g11980.1,6639765
Chr10,-,LOC_Os10g13810.1,7503453
Chr10,+,LOC_Os10g13830.1,7514954
Chr10,+,LOC_Os10g13914.1,7557319
Chr10,+,LOC_Os10g12050.2,6698731
Chr10,+,LOC_Os10g13940.1,7574036
Chr10,+,LOC_Os10g09684.1,5236268
Chr10,+,LOC_Os10g09760.1,5278124
Chr10,-,LOC_Os10g14020.1,7625107
Chr10,-,LOC_Os10g14050.1,7644045
Chr10,-,LOC_Os10g09850.1,5329971
Chr10,-,LOC_Os10g12300.1,6846753
Chr10,-,LOC_Os10g09870.1,5346885
Chr10,+,LOC_Os10g11034.1,6104485
Chr10,+,LOC_Os10g11060.1,6111528
Chr10,+,LOC_Os10g11110.1,6144589
